phone,image,title,location,website,rating,images,description
0684-481532,https://lh3.googleusercontent.com/p/AF1QipO90Hylhvx9-eV0jwTMSAVwITK-NiU5jeF2OGgO,Glow studio,"Iris plage, 315 Blvd. Mohamed VI, Tanger 90000",N/A,"4,7",https://lh3.googleusercontent.com/p/AF1QipO90Hylhvx9-eV0jwTMSAVwITK-NiU5jeF2OGgO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3kncLn-vqFr35iSfscxIW6iT1xOOb51Zz6FDuGS5DpDqVMwoS5rIEMFkYtfUr3S2MqGoyo_HmEJcw9u4wIOeE1eHD8caVqmOMlIn7ivkV9i5FTKOsMyCaSRdXe2CEiZiIgJ6D|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxklEvUdGS2IHRrCRfTfm0E2WHTmnziBFAHYIbpiE9mICUXQax7JYFB-xZdanhjyUXfpWR2f3HNeRkiKJbcL7_FU_k3WzSvvwv2BLuqjPotiUdD84Z6gKTndX81Oe-cBVchocvb|https://lh3.googleusercontent.com/p/AF1QipOC8Jl7dhEWiIqom6MRmoksu3Q4TLiCtNtDl_s7|https://lh3.googleusercontent.com/p/AF1QipPWkCYVivUBtQIUiUyO7zGrBn8BEnLE-1ak7WuR|https://lh3.googleusercontent.com/p/AF1QipNFYQLV2E3hz8kmZoyMy6NuzzhtUkD0ZZOJCfMY|https://lh3.googleusercontent.com/p/AF1QipMw47AgnRezXklns6JOWjnXWGRhv98VWRD_uShk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzet97ZRhm9KDqtAuV7htoXJlkx1PXRSZMR1Y1xgFjMxMQ6igSACNsu2o-vbKbZwoF9subLy63k9g-YTemSXlGNUx2V_hWp-7hnInDhoE5KXLsrfST2hOmL5znIHbN4P83odgc|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLzYs-F1wuCuITuFXiRVn-D3qr1n0T0uY8XffZwUNIjyKVE64fNEUuRSdHZqzWEv0HQEOtQLhaC3jknILxRmecq4p9-bKIqU5J--ay95rxyRNDS9MaE8_ak71YGIc2dGQ4hs1uLQ|https://lh3.googleusercontent.com/p/AF1QipMqxKer3NUfkhWhVWiTjXpQgx0lUXLtCckOL7lf|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLXYCIdKWFG5aCyjPMNl7zKX2aqLeUOrX9jbpl7Z0h9lae-mb6-1ccvUPw-6M6aWvozgal5LuUIBP4eYpKwwCjvFnq5pruIzovzo0-WKxR9VVErFbMtkTQE1za26KU9t_Jlu0|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJyuvxS5dvGz5iNFlJZWdV86JIqus8B0ob8bhBq8UqMk4oDe5ujHJH4CflX21lJBI8Byickk6jJGrGjOsgDpNBkLtkmQHUxvvyo62ub8e5EKAgzQKjBpFUpUtqoGuYfJGwMGX-RQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzooALwJxwFWmQk-UYqUXxSPCZ7VQ9CPMUcSseB1gOzbK8CuSRQ6TcpBF5dXYGEmDF_8L4bWNWLbD15uIiPUHdbe8rM4SAGivFu-H0-ajXoc_CwJjo8JD4SUV1de9SUjU615Js|https://lh3.googleusercontent.com/p/AF1QipPxnY090L8lVgTi9on3CyaAsMzN_TyiIYbZej-b|https://lh3.googleusercontent.com/p/AF1QipPhK1FntStsO3E-aUZNkg52YwcxoGDvgWnnE5BE|https://lh3.googleusercontent.com/p/AF1QipOO4oovpBoRCFXORgdPEvk4DKvc-IsRgs-tF3J1,N/A
0656-637048,N/A,N&J Beauty Bar | Soins du cheveux | Tanger,"Rue 4 Avenue Mohamed VI, Tangier 90000",N/A,N/A,,N/A
0531-292437,N/A,Relax Barbershop et Tanger,"Rue Lafayette, Tanger",N/A,N/A,,N/A
0661-607887,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOWgx4JcbL1fLwfD5AZeFMF2TCqcwWV-4Zbs8k1tZSFR31Q2cOAxrtMcUfNHMlOZxk7HMJ33lshLxCCOnvBY8UHvSJ5jScXg23MduPJofnnjcOPjIbQBPJtG-G6EyDiqAVc8FgSPbBk49f,Pinky BeautyRoom,"Q58V+W56, Tanger 90060",N/A,"4,7",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOWgx4JcbL1fLwfD5AZeFMF2TCqcwWV-4Zbs8k1tZSFR31Q2cOAxrtMcUfNHMlOZxk7HMJ33lshLxCCOnvBY8UHvSJ5jScXg23MduPJofnnjcOPjIbQBPJtG-G6EyDiqAVc8FgSPbBk49f|https://lh3.googleusercontent.com/p/AF1QipOOHvlMpIch8a1gDYyYRIx7Awe4jjQstvvk_xAL|https://lh3.googleusercontent.com/p/AF1QipOlQwEI3gpCWsXU9fhozW8kl5CyTzl2GAfujcIL|https://lh3.googleusercontent.com/p/AF1QipNTM7LksxRt4BqfNkFk0hGANoYgpJpWXbpoMeFs|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyE4O6nMF0Zp8FdtwwsPVszQJkvdORa2YEKEIOn6t3JT0jVI38mKszdroCXKbzxqr5IWprp5tULT0bRoENkWtewqWdK_hQaR0NopZXzdQyJ4TIontqL2e8jOzCPxcb6R4mos8yS7kcTH6JW|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpcV2OSfOC1IgbAzLqh5YTmReA6IrZWYhyWHK3QgMBB55YDW-awxfTrP3Q4wTQu1L9840fd59qL0UD-y5Xvwnk0oLMVcEavm6eW0UPWfejr7yVILhwr9_rXFtfohUzyHcSftAP1nleuvmy|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRLMN8YrPrkrJIe2DzKbjO5pWWbW1uAyh1zMum1atK56PuTAIAuiAX6JXpC3N_G0vy6TOrvMFD9dKHm0NMViExhdswPFWYVZdYUg_O0cN_5UL1MJeB28VjLgZxH1LHT9TfqWxRMn_47iRI|https://lh3.googleusercontent.com/p/AF1QipOVuZ0l7P_8KMqdYgwISkHqNstlW0UjQuD7EZtg|https://lh3.googleusercontent.com/p/AF1QipNgzz_fiqckZe6MSvuKtu7KbMU6yK94gBETxd5b|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFnvOjbTMcHxw0FbxycXIQP5UPsSd5Ro6KCSqNY8gQW8mVyOqVuz27T8mIaCbRY86LE-qi704YP49UKthBsjAfvN_JBgzdRW46V0Q0Ky-Tx1xKf8gxGi2ke0ISetMAxiVnYDRKJrLR-c4|https://lh3.googleusercontent.com/p/AF1QipNubSZmqaSLH8i0t8xRoj4g70tmXmeXaWwtK_ru|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFzXz_7d_HaofvLb32xnUGqpb178nLzOfQAp8t_gJ2aW0TsJCKQ1fuREHNLPoPKgqnWQIdhRdBNQvourPvvaRDja_cjO9cL2xAS52DgErAmQQnSSuwMSaHAgXlA5HYR-DOKrUuBn0WK6B_|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzze1jDlebshYCpHscdyvfVdPS-DnCm1CfseVqfbIMf6eS39xbSEan5nqlUi4kpqiYZdKj6B-7Ixi3_HzBvZq1dK2EGk02ai2gsBxl6SSjnp6-rFigVJhxo9kWL5wlE4cUZ_6_Vvn66RhwN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfSjhVzXz_PF7aYWtqZh1jQnz1sQ2-nNPXjOsjQcqOgPTrAawgghr3n7LVTlQjnKD4LD4i23ehCW9OWO2XkyRBaVD2U3HXW3ed6Uqw1xj1AyGtWYGldj1aeylLx5hylQC3IFHWhjf1kvCF|https://lh3.googleusercontent.com/p/AF1QipNtEvNofH0JV3XHXQtpoJPE5W6JECW2axTEdYTe|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnEK82MTIThgoBaJj_jl7mG1950Wd4TJdW32yWos6RgxtgyFTAUkze8qBNeZUl-1XFnC7ljAnAlCdvSaEEvdo9_XAfTx9jQNJqHaFlvk-bIMkzXsX8TG_uOsPRsxN4uOKDPtsBfA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4hGkizGAWCxeSTvU-xJXt5EdqccVhOB_27KoSylKYY0UswVCbOOkXTntuyLk8ChmYrkqAlZNIKhGR_moOPd9TaXmk9aOPuZs_vQ6Sp31N4-yxLWI3e-vYrOHdiJtjerZ4Ve4haU9XeueW|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8shoyEm-9GKLvzKlVX8UcS6KBpOpqqEFW6THj13JfxaZeT3eluICHCrH_lpoFm4oNgKPyLpg2ki_LKXWe1Vw5BSaysbIzUso5uuyU8mPz0P07lZEsqhBAbWucQW309KDrW9oXsDPmNfU6|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNMpw29rJgfRMXT5f0LEXzK5wsAOSAZFIJZSk2AG-Ft6VUCsqWI1fFU03HsOuC9qMbpSumGEP6Tg_xIKptnm0wyktL3nGhwJh9MPQ-VRieyuPd4tKDv9ZYa5n-FZz-6WmNJg4MHstS22c|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFETFTyQ-zIoS9DkhQ9uLmanDq3YYm90phfix4EVCMg-2Qw669mAXeSf_sLre6of03KwyJlrF7x74_l1bQdI3Mkiw_FUYaT-tdugpr9HgApkZMgfZgdMUWUPNmZ5vkC_1tcPUwf0kZ5XzJ,N/A
0663-325203,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuU486gpwmlsKv_dNIjCwe1If32E7rEVPNRswR2_nt1DQz7Qak-qtUHWVmiqScMJXjlHEs7rLpcyJc96OHtcqlT4zYMcPvACfnbeGL7l_29QvMam8tQncaGN2d6nDM3PL_780,Julietta beauty room,"265 MA.2, L.riad Lt, 59 Rue Ach El Attaoui, Tanger 90000",N/A,"4,6",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuU486gpwmlsKv_dNIjCwe1If32E7rEVPNRswR2_nt1DQz7Qak-qtUHWVmiqScMJXjlHEs7rLpcyJc96OHtcqlT4zYMcPvACfnbeGL7l_29QvMam8tQncaGN2d6nDM3PL_780|https://lh3.googleusercontent.com/p/AF1QipM4Zu_QTDs7VFxcuK_b8bnnoyVUKu6lsfE_C4gu|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5Faw8mU08myL0m4v2lgNhDM6lKRtLwmVw_vyJH1pkoHCs-Z19_saJLqOXLyX_acsnK7eGVC8qhdegNaURQuOX11rqGVDbzY0RhoObEPI24dBbneNJt89WlqJGU0cVnSbdI9PZ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuurdzDc2wk-Rv_3GFHB2KmJgurs3eEgO-K5smjIrbOunSE8qV81atfmtyAE9mymntNKzcj4AWYX2qAUYMQvZ4TUBM5TsWN2O4SVTrsj7isCEbq8Qcu5QTbixDQop8oOM84PtR|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBYRTZoKsXtlEs0k1Ge3jhAQfs8IEo9ME67yS2CmdIyIM3QXncBt4hkR62J-yG7m1i06zjvjytvSpLYP3DMH2NJctgh7IzrdpeO6JqaiPLP35YQIoXXTvcrpeT17K6cy4uML06|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRGAK4FtAD8jvVQhC3yI6E9egr25cKiHA7SOsRTx_0ITeLBQRK3ATThmwQ9uQb1E4jVfKaUmWUSS8FXxieoUP8teIik437pEMY2ZdguLKBOYG39XO0LtWJF4AdZdktzNe6I4Zi2A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztsmjY9j-oJHH4y4PlQqsTpp0Xx47pP8-Goc_OXU6Naq0vFwVgHL76auGtWx07oY2ypmjwcS1e5FRUbU38QBFbuGv8pfSEzIc5BX_LbKTOBlZnJWzhxsMuEm2Wjp2V46PF7nBTPQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrl6z86FodK14k1cyLuxBDjZMHIi-BPr52GVCxaOyGWz9miHygAzru9_H2iW-XD3htvi_dXvZ6NM-FTxJWpHlli2exFk7bxdwEWei2D8XUhljw1Sgr240bRvxtBaVzitHQFLv0Ow,S'identifie comme géré par une femme
0781-523376,https://lh3.googleusercontent.com/p/AF1QipOFvm0lMG25ypQyJNiZslvGuIsti40apsoc_dQq,Blanco,"Et.RDC Ap.5, 42 Rue Al Mansour Eddahbi, Tanger 90000",N/A,"4,6",https://lh3.googleusercontent.com/p/AF1QipOFvm0lMG25ypQyJNiZslvGuIsti40apsoc_dQq|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz41raPRTZ-zsWFwGD_xUt6qMHWZA69Dw6gSyaKDmyvxcBQPsnZJHdEwR6VzBuMj6iZezS_mQ28WBpLXcJb_xFklxPjV8LhnT83uh1XiWdVO4Fa3ZVneMxrC6I2xxt4gaLoC3Mu|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDyYnC_mnhPh02eQfOX38DpJ-mkzNyjVTwa8_xRn5mD9Pv8M6cZkilM44AbdQo4UHYVuHyLI1oTFdOTvSVeN6MWLZh7VHAu1LWtyUi9oNCHV0J34zpOnf-USlTLj8socnfMHz73A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUwzrPM7uAgpA2Y6BNrHUmznv7_yDuzoBdYkqpMoWAsPIreApabT08yYvVO2LApEjDXke2oMb7qoIwXdmCiT5BIaUj4Zx3FY8mcXREtfX_pEfkSx5VJEzLUD29umMANL1NPy_q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8mAvg3PbRXQ2Jc-uAEvOPi32tPPDhTYeTp6hL2H8MKzkfOASjE6XPi6iE9kyiM8rrDCnyrXJURkwGi89CNV8ilTd-Y1evs7YVQvPUvDVcstYDA5Y62i8PXjXmMQI22D2wTLCL|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsuBUw3cJa_fa7LmJvC4L-HKh44_IbUOv22mykSc8iIwROHfknfm_S-T-hEVyhLU3AL8brAk7SzWMGMhBIa7TslO0I2hnMSbop3pBwOVwkRif0PbUd24oe-Q92sB2fZ3l4j6s|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyD0NzwfFhoMYK59pF-RbclsVApqWZofdpXWgsxB5jMmqZktixM7MMvCByseGeMHjgcOg3xln-SGbyJpQ3y_DdSQlb_DXjfK9tOjG0s5ABOZyqSnjszVEOAjefIj430BZRdFpoU|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzF_vs7rtYUdnJZM8J63c1Zau5qbUv8xAEhCBNB0VzbohEz4tzajeFPt2wnT3l8-ni8iHI-yVaRqFssschkT1x3M0pqh1rTNWdvL9wJbzF-BQ0BqZioLLwnxQRRYIx4EVl6svCj|https://lh3.googleusercontent.com/p/AF1QipNhO0itOgGJ-bjMKPjsQy6QLgUxkej5ap7MWT9_,N/A
05399-54854,https://lh3.googleusercontent.com/p/AF1QipMERlXpdBRKcXUqA8KSIAIeutW7yRvZ1_ONE2yj,Diamonds Beauty Spa - Hammam Massage Coiffure 100% femme - Tanger,"55 bis Av. Marrakech, Tanger 90060",N/A,"3,9",https://lh3.googleusercontent.com/p/AF1QipMERlXpdBRKcXUqA8KSIAIeutW7yRvZ1_ONE2yj|https://lh3.googleusercontent.com/p/AF1QipPMR4t6GQ1oOmIB9VXY1d-4c4a8ptmIQiyNF7Iq|https://lh3.googleusercontent.com/p/AF1QipMu8yJ2dkw66HUy5YcgzOtZbiJNgJCfpWOnAPwr|https://lh3.googleusercontent.com/p/AF1QipO938q9pnkQxJfCl-29OSw5qUulJCMF8aai1fYd|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_C5zNNVSyWxl0vDftzIfnrZTGGvHfOqy3VhcFr1ogBSB2acfyzSHbdgI59SSx7fGebb40xydzM7w7k-chOAgImaEI68EHTTv2IKLf8UkBMkZ_egBcLDj6ZWUnpb4V-jfnmDeG|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvmD21w2zWWT-wd7XtU4ofhGcYnST-Adu9Gd0F_vBq9sqbY65WHAt0haoUOTXt_rga9OByLrw0_6x715jKzmmXnputzFUcYQaXhmoUnRMhimjES4Df548XgZzoLp7T2RInsAju4w|https://lh3.googleusercontent.com/p/AF1QipPSjP4FyMXwdqLl85WtK6U19QGweFDPJEprXfNf|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuOyo42TZUu5xCdeZ00Yez1G469QqgScyEve7YPDD2P-Ydg_h6hZ7wGCERXgUwkR5SgqztfcGp-zreOgY9-vo40HT0J5NN0P7V5_wDJEnSQ9Ff_EdPNssMxmWBtqV5OBpHC-Zqmw|https://lh3.googleusercontent.com/p/AF1QipOasHjGKRrf_NDxSRwd4lfq3UN4RInWOXCIgOso|https://lh3.googleusercontent.com/p/AF1QipMJotZF2mp0hcy39GI2WZ_BvdGrZy26nq9UADEt|https://lh3.googleusercontent.com/p/AF1QipOYmvcrTh-dcrKVEaIvRSaqiyUhk_pBtFQSr9JO|https://lh3.googleusercontent.com/p/AF1QipO649OkEg7KNffZ07fq1pN2XxkZdOcIsuPhLtB2|https://lh3.googleusercontent.com/p/AF1QipOj7NicIO79Itjzl4O6uRM1HU50DM9YxjMtPyIz|https://lh3.googleusercontent.com/p/AF1QipMzrynyaHbTWbrintBM8CvVAeW2K4mdciuVtVRR|https://lh3.googleusercontent.com/p/AF1QipO9U1Y5vq3o_Pvk7u87QfKkoNEkpj8ZP5pBtVb_,S'identifie comme géré par une femme
08085-44189,https://lh3.googleusercontent.com/p/AF1QipNCNo92PVIt56HXTUHYN40AgGclz6It3RorpVRg,Salon de coiffure Atmosp’Hair Gentelmen’s Tanger,"Unnamed Road, Tanger 90060",N/A,"4,2",https://lh3.googleusercontent.com/p/AF1QipNCNo92PVIt56HXTUHYN40AgGclz6It3RorpVRg|https://lh3.googleusercontent.com/p/AF1QipNMCAjT_JCE5sICt72iYT4AnCrNxmks8PeTpL46|https://lh3.googleusercontent.com/p/AF1QipMUCHGmIBEcfPIdqzmhFkwg0zmM4P3c-WTao31h|https://lh3.googleusercontent.com/p/AF1QipOcXGDPOX0vgWs78nAhg4kGjxic37n3ZSRfK9z7|https://lh3.googleusercontent.com/p/AF1QipPWeSJqxcznUrlyV628Z1Ws_Iv_QwsiWVb4-Fa7|https://lh3.googleusercontent.com/p/AF1QipMBrtQOvWG9TUK3Tz6KaewG9CXnKI1rGC7cLTPL|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_agfngPWiQohlJLehSSw7vzDnkMXEbi7GCzuFUY_Oh5l_6OPb4orAkvQANhU1uZVMzH_TlPXNJ2ix4V8xqZYt1GjcHCiGs6Roi6ekMaq9lb9NCAk_Lc6yC0qqA5mhYx7nV1s|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrJG7uBomBrKXqG6Pf7tOGVOs57jIGDEa1tsctxYJ73L7DivT6VGBs0yC67ZWvioEriYqOB7PAqmV-mLJwNdyP3o_m8stywaMtoKIbbw1AnUHeRErMa--a6gOBjxlgCOJwVCig|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCXXSTYikXZHaptaburGxq2SO3q03GJRfN8dXbZnMqJlUYzVRPxmymBDty2CF2CCyf6onPbG99DdKZ_mfpkrQ0ZBZT3jjiX40Qx8bUZQ2ncs62UPFzbh0Borenz7sfR_KR93qM|https://lh3.googleusercontent.com/p/AF1QipPFTYPozsgmo4E1KD2yJgreBU-_2TK5UGO9Wyby|https://lh3.googleusercontent.com/p/AF1QipO0BBQnOR_ostBNKO4T66Jg6i-V35DTWnynACOg|https://lh3.googleusercontent.com/p/AF1QipNKTJc6OdNAkbcaXln0Q0dnuX33ulB8AGEgYiIW|https://lh3.googleusercontent.com/p/AF1QipPWfyCO-sCau-Y6U9HP1yU_UP1diUnsVjHp6ChN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHRZjJNt_5CuOzf-HQy1xF8jtO49xcxNCQ7QlgAQLSNhsFh9vz0LWKcRGCGIsU9QKKufzSspFnt35mDMS8Y4HUzDtFtSzEMdExjg0xX5Hux2kBAQfNiMsNIzC8DSq6G4IiWCc7Rg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMXH5JAdXNXJ771TIlfVHROQEZmdUZpfSwudIYrIEbH-w1ghw0BVHJ4bVAQ8DwY2ZIQk3yIXsQ9s5vDk_zQboV6ZELAG8aHquieovvaG0YjpZXr4EIr1o2QYaOs-UrMJp_6dYG|https://lh3.googleusercontent.com/p/AF1QipORaM607N6jC7Rgjvn64DCjN3cUXlncYIWG-J8L|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxgoYlOq7SGMGLrU_g2de0zmfnyuiRnkCMyeCA2NZapArsl7POnWSE0Fb6v7rs6sjyqMLY3CnVAe0h1eisqEnTpeQ_UxHKb8CJnSxMaIfYDRW-QvBsrMsQ5IUZGZQqEuLtzxQj-|https://lh3.googleusercontent.com/p/AF1QipOyyPFyI5A-BvHIfp4fy6RWib-EAAZwwCw0oxVo|https://lh3.googleusercontent.com/p/AF1QipOJyO2CAM808LeQCm2eHu50UsIUioxsY7ZYyMTf|https://lh3.googleusercontent.com/p/AF1QipOrkNNElNlLwsMolS4tqb08xFu0zF0Y0i7ThjNt,N/A
0781-505432,https://lh3.googleusercontent.com/p/AF1QipN2Lp75CqTGefTB85qAX_vqiS0nOpUfBQhCFR8X,Barber Shop Maldives,"n, 63 Rue Sidi Bouabid, Tangier 90000",N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipN2Lp75CqTGefTB85qAX_vqiS0nOpUfBQhCFR8X|https://lh3.googleusercontent.com/p/AF1QipMOLs5ot72fQgAe5s8BAzsPqYWpW7Ay2N3R-6Ky|https://lh3.googleusercontent.com/p/AF1QipOxr-uZ2v8Ontee3yAkbl48OxTfOaS_udTVZR3R|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxk6cMPMOLN05LilssunvFsMUZciDNgwzeY8XgUmOziZe1i1sMFq_Qt3AvRA19EFZnwFw-U5Z7KR1qv3d-X-IsNggXi0FCYO3D4i1ab53JAFEt1u68GFmS1sZRXSHMZI50d4Dc|https://lh3.googleusercontent.com/p/AF1QipMZuIKAuKpv4SB5uX8fPluamNASheJBOzttHJy9|https://lh3.googleusercontent.com/p/AF1QipOBGkNu-jaAl8ZdDGd1NEjrvmw7BEntwM5c2D6V|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAX8sAgY-Hg5vDxwy7lroB-fD_bUjzPVSz9pUMjd-zdY6XyrLQX-luszVjjJSZl5YzOliZ9POKWu8HIsaZjRkXikrCm3rXAYv1jsDRU0Q7LUzFM1QdRrcFD7SLSfNhgeIFUcvl|https://lh3.googleusercontent.com/p/AF1QipPWOrzROpQVSxMaK_n3XypNiGJc_x90l47gK6-C|https://lh3.googleusercontent.com/p/AF1QipPxRXeAY65qXDlgKQGO1hg8p44ZZe1Fk9nvEx7D|https://lh3.googleusercontent.com/p/AF1QipPrH8VfiTUjnvo0SxyJDfXgt3prRIzHHiEcoOaW,N/A
0661-211413,https://lh3.googleusercontent.com/p/AF1QipOXLZTGXmnocDC0pnXjV8HiIH2Jd0jEuhGYL9-m,Expert Barber Shop Tanger - Salon Coiffure - خبير الحلاقة,"à l'intérieur de Mall, Socco Alto, Av. Banafsaj, Rte California, Tanger 90040",http://www.barbershoptanger.ma/,"4,8",https://lh3.googleusercontent.com/p/AF1QipOXLZTGXmnocDC0pnXjV8HiIH2Jd0jEuhGYL9-m|https://lh3.googleusercontent.com/p/AF1QipOcq1H7QxVSP0NX-BybumGkv107V-N8ddajov5G|https://lh3.googleusercontent.com/p/AF1QipM7ii6KeIYwQr1Mah1CJU2ws88MiocjCDVvRnJt|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywr_keM9sUO8bZUd-yDT2Vst_4Zz2k-ZRIR2wQ8JVGwZg-3OE5yCWOiC22jhCNYDRkGRD9t9iXQYCRN6q0iSpGoIsKm4ya80GaP4fnfMRwFTfBVOGs8NF7cGWHx_ro7sde88yOWg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwe1cYEKUjJpZ-6H2yHpvPZ5pammANJ9_vPgc-wXb-QtU8cwXTp3fT1dXod9i0i3N-oXxxSNf5R748ephpuSouzNgxBq8qaiZJR995S8bjY1j3eKnc234VAaL3TFqhVCIXCCJVL4x7b1wWW|https://lh3.googleusercontent.com/p/AF1QipNrxXgZEneYsPKn9nS7fEJH0AgvkYQ9c7nhAG0X|https://lh3.googleusercontent.com/p/AF1QipPQ8IFUhAAbhB_pi5QdOkP9G6-h1eOBuatzy9eK|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmD_YtNeB3V9r9UeHa9fqvamcP_uchNaHWmQ_9mMW9og3GNZYq0pgngc-h2Vhl-xTtvrkdNYmhVuXR-T-MTeB2KWoVFtexGTXTUDBgGncN1XSkPJ4UBRXYmNn10c7JTfPaqSZhvQ|https://lh3.googleusercontent.com/p/AF1QipNcU2o6vLgOJUAfqSLDC2ObV1Iz5FpwsI-SBATx|https://lh3.googleusercontent.com/p/AF1QipPLBPxJRrnkcTbzEbSWV7td-ngUD41noNAdjSIs|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxU7p0Dok1nWacomMKkJbNd0diwAFq9nJ52LKqdEviTTlHBauTLer7faivPVBfrmEvFl-aAf2JHzW-LZNkcSPtCRjh2BByrHDALyUugV64t3PA3Bq4OOpGwlSL1x45fhyjlms96|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ1G8XNlIB9t_34tKCSM4llCx9DXXAQp753bUVnF-D9de_NGZwbBnbDz_IE9zhYrlajMPdVf4gFva0TjIc6K32O7-gH5kkyzBImTbLHQ0FO2DXK2n5WsDUNz44W-nMY39xWb82xw|https://lh3.googleusercontent.com/p/AF1QipMMU8BOGp6iP79YNBbPV5Ba8INV6elmkef7Snok|https://lh3.googleusercontent.com/p/AF1QipM4nGuWNPNwA_OLEaLmvSZOUSZ7a_poKUjhHMXB|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZ1Wn-4G6Kh4wtuOOrn3PstGJ_s3c4CP4aTdVbmzAI0PfI_qCzbw9MnBykttqT7KEC6y6MQl1VkpHI8Qbf8lihHgt_6NxgFT9VGT5wnagnKhI41Ji56nfHfrm5H39J2eKlLJDHvA|https://lh3.googleusercontent.com/p/AF1QipOHfdlCeTZ02pls1nss_vZZQORMPjYVXCuiBLW3|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMKkyW_7cF43ATGXetg4h3G0W08k-27jTs7rUnModmEdX-dKAf3QURvVRsNhRfG9nz51K1zrmTYFgMNwagjLMbRYHxfVF9EdubMRJbgKaCUYfdSkXIpRiaF4st0XzDi5IRb8g|https://lh3.googleusercontent.com/p/AF1QipNp97-2m49t7-osQTaJcvaZEqxrnFN9bIJY3Mcg|https://lh3.googleusercontent.com/p/AF1QipMLid6165X8i4YifEARx2Tti2gCacUnYZxfwdvN|https://lh3.googleusercontent.com/p/AF1QipPd8ypzgT5oMvWUDaIU5ogWsPhcJR-tmp_bXQnt,N/A
