phone,title,rating,images,website,image,description,location
N/A,Luxe Barber Nador,"5,0",https://lh3.googleusercontent.com/p/AF1QipMtKP0FyJ5RslyvXF7DKedM2-q24XL9gSX5wMc3,N/A,https://lh3.googleusercontent.com/p/AF1QipMtKP0FyJ5RslyvXF7DKedM2-q24XL9gSX5wMc3,N/A,"Rue IBN al haitam, Av Al Massira, Nador 62000"
0661-995144,Barber Shop Badi,"4,9",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY8eDk-tV1JoN9kVL5JSQajPg0BWReA6XVBquoPZC73lHGgJvVZdU6CIyN1pvmloMG1axQBAuCViSw3Xe1nMTgHAbeCtXdDW2kbY0V1CUFCgof4_9KPx92ql2cBK2CCKaczUkgOg|https://lh3.googleusercontent.com/p/AF1QipOMPMgF_1uxNZU6UB0_inbeeFdMc7P_5ulGTSPS|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPUO_UX9lnD-aC0tb48FAnIL4BLqTGDISB9oDH2JCP5mQPklKOOmZyvpHUf1E6bkOKjdZAhL9lILnZcY_Rygq0_MZI5n-6GzulC13pUaWOUURSwxcwZXeUqdjcTWTPz26KuT92|https://lh3.googleusercontent.com/p/AF1QipMuRxgwB-lXqfFaAMDENQYqzex2QSQSWoeoIwMr|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-aYOJB-x1bG4yY17_4Rvvyk48xImCRPtTFfqfgccWEW_4lLv88fp7KmqkMHJNuSNkL3C6YDFMvcyTLmRH_SfrcDIlC6xo1wsCqieALEhwCqKqVHUMSFLRTcwg-XTvuAAKescf|https://lh3.googleusercontent.com/p/AF1QipNh_q8FOAd6xaX7z1MRYF_o4Ukf6L5cyyVGujTK,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzY8eDk-tV1JoN9kVL5JSQajPg0BWReA6XVBquoPZC73lHGgJvVZdU6CIyN1pvmloMG1axQBAuCViSw3Xe1nMTgHAbeCtXdDW2kbY0V1CUFCgof4_9KPx92ql2cBK2CCKaczUkgOg,N/A,"5229+RW9, Nador"
N/A,Barbershop Gentlemen’s Nador,"4,8",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaY5253tBdhcMy5I3ZR1mNviyAD8K_qNJHh3jyU960B5noSDSchHalsquItKSEYemXGGV9glaZgFf2A762W2owZoqaoC-xUBPXRl_SaicnOCw-t5HKZ92BG-H3MtipEuGrGXBj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnLcsTz3k_EQHIFRo4gs9GtMIcXNlI0nIVcIPtCeCqCVPh4Kzyzfdvr4gWuVxE3VmnnG6LnZF3sK5lMOlwyASDEuBRu4lSASom2ZkJ3GuAxqnUg5qRJ1oZ9LodD5xlgXfBDxU|https://lh3.googleusercontent.com/p/AF1QipNhSEF76DZXh58svscephTBndbcNIff35YGUm9P|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHhaCVQr45m-GZuy5TzM7Sgp0OEMLh6bK9OjrDDxbgGU3Yxg1-wN0Xm1iNwTeOnJJBG0ec8FoqvsGID0c7OELa3t-90H86V_IrZMLcOsNM2WdjV2PiJPTGwFsumN4AqiwQIGGZ|https://lh3.googleusercontent.com/p/AF1QipNMU4GzRk8HY9c9MRlxVEd0Bb6_159dayN-qwrA|https://lh3.googleusercontent.com/p/AF1QipPwt7N4xNE-ECLO3xXKnGorp5pr7wM-jBRUKcK9|https://lh3.googleusercontent.com/p/AF1QipMM60FRbPVkQOEi0RZ-NgxJoGPusSywsMdqhTbz|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwA_Ikz1VAOvDuatMVrsECtBNTGio0rG9Gey4mR6zB_Q9kFVRmApjyni_L4vNSiSZIS_QEge61qH2QsR3vPRL8DmSphpB-YA5CW2Js3OT6Z-7WYSugZSDpgdwLR8TWTVXLzeLED|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJ8vorYmsoecygxZVS3dhVoQD30sJ5LydcGPJz1GzhcGxb-PSIwwOA4EvqYjOG6KJDJ3tqZqqMDjCXykoD50Z2z3pLJInNyR-hClwYdCMdP0FTYnyrv-Exde-ZrpteG1v94ezg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwaKiUx2f5s3Air9ADCzPZupV2Ej62q9taaezO3xLZc1N9DPxxtixVzjdV_E7E6JuNP97Z3PROj6ccFIzSfPm60Z0b3myHFkpRwqWgdWhNaL3F6BVpEouQTEc2PUVrxni4GvfU|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkDCiqKCg2XfUKw0abH1lE_2qU3EASH4uVphNvCZ-uzpDz3jJNnKb-nFc6RRJLSAJDDkY1Bk8NLjcddHbX0yGRf1TG2-rU_Xy-kJ_v7EO1cOXRtMfOLJU_ZOxyVzFkWhlKWNk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaQS3wztcOu3GNYKnbm-Uf7v0LWL5vbkdehkFvt-wBPIzVMxx5HSTyi-LIJQvod3--ZVnGYb2hHYsgA4-KLFwm6NO86YXpkJ-pyQ-IzNqIo4FIve89155klqA5jnvKg8ft2XtR|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXwaqbPoXpBl0zPWS6jdb-MRtj_o0L2NoHIT10Wm35_rpt_eNOhcRDCM4ef0BaV_kEeJRcwKnc0rEsQTDeYcoO7hRTz2Tpd524a5-CVOJINhPJWq8QUfFvb1ub20R7EbawCNd1LQ,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaY5253tBdhcMy5I3ZR1mNviyAD8K_qNJHh3jyU960B5noSDSchHalsquItKSEYemXGGV9glaZgFf2A762W2owZoqaoC-xUBPXRl_SaicnOCw-t5HKZ92BG-H3MtipEuGrGXBj,N/A,"JFGX+WV Torremolinos, Espagne"
0623-783404,barber hakim,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6JJNeUGwCSVBTPaXfa6ne4bmssixxWR4cmSTBs5-9Qw0YPOdVi_R74xoQdd5qArNPAza95lHO1zWMPfFPDcf1MSd5acifieg6U_V5XXyJ-pla6b9Taw0eRQ6Y51VaD0-7K0WzuA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5Rk9l6JEfw3Dbv6oFofb2vtNX9aOBPwFIAwiAxjd3fFYVaNl0c6qbZhuAYcPetIVKLlmw4ZOOyEXdVulSeQHgL3S448RLRUdK65zar1pZn0xOZ3eh4vFiKc6hIevDpJw555qo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxC2l5HTSo7k3iG8QLd7XxaZ5dnhSPIPd1S38S51QRRLxIJ_Nn3t0SiPIXlSee688yFIXIr7FvTLLGU2fE9vkYC_1ayMYOmhIoPymZH-IG8tfc1Z2jnHk1aoSyEakW4e7CpqXbD4A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6JJNeUGwCSVBTPaXfa6ne4bmssixxWR4cmSTBs5-9Qw0YPOdVi_R74xoQdd5qArNPAza95lHO1zWMPfFPDcf1MSd5acifieg6U_V5XXyJ-pla6b9Taw0eRQ6Y51VaD0-7K0WzuA,N/A,"Rue 22, Nador"
0670-345588,Barber shop el baghdadi,"4,9",https://lh3.googleusercontent.com/p/AF1QipPc4NZyKBI25A3QWd9x5Z3iT0jZtXiiFFvDBeQ6|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyI3P3456LzwL4eZWmUnW2bTgr0-dtQC7w-Jq1DgYp_vKjxjSnhmagpWYG_4KfAUVaVD1MIENyzTA3yoOAskjgk4N7g_8RavHlMHwbi2IKphk9WH0tbb-7Ehan5wxltHUyw3w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBMHg7V7vpJMPyMsMwDWDZigR-sUzmgCAhiDhsvFbZNWq5JaVMS6NxZ9VH6yu_Y_eX7D-HJgHy7ITW7UwFh1SBg_7TaFTH-wHrdZ--LXZ1TK3_N8Rar6Y9CtTpzwt52OUiAlvM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzf3g_DfcIbDOeZTVKJPcIkQl8OdvOztYZ-e8XyRwOp99iszrR2xGfMPk1sysWzCo5Q0V-EvideykZsSEikpGLreaecIYdjRoWsal2kpB0hLZH-anYlfphplI7Gm_SUtcuWH-Y7SQ|https://lh3.googleusercontent.com/p/AF1QipNBQ6aE1EvRI-yl6dqzHSWKoWIeH7eNSyPVJlZx|https://lh3.googleusercontent.com/p/AF1QipP-4-oKyq-jXRGFqA5dkR6oFETnGrovneX_upUC|https://lh3.googleusercontent.com/p/AF1QipMn8kCMNVXrrt21SiPuoAR3Xie-yqBL2t8oj8h_|https://lh3.googleusercontent.com/p/AF1QipNqKsSAqMF2nAUA-1ZThtE3b5HwllmPXkWE0OAI|https://lh3.googleusercontent.com/p/AF1QipMuqLohe1lDBCci2KAmWgh3ZdEoE1t-71F5p-bv|https://lh3.googleusercontent.com/p/AF1QipP-Ng6XgnJ-Nm6MEiWl9b2Xe3I8M07kewdLn1ZK|https://lh3.googleusercontent.com/p/AF1QipMb4RZBB21ApQ_0bi4nwLe8WEMmtAFQuJDvO-lF|https://lh3.googleusercontent.com/p/AF1QipNd9VpkChN44BpW2zaGf3kEydCZMGOKrMwQ82r-|https://lh3.googleusercontent.com/p/AF1QipPx6gAk-6AKJl-vrwcHQyDmG6s54G1F5GvUHM8d|https://lh3.googleusercontent.com/p/AF1QipP4y9LoLlmhtpiGGfX2IrYfyvUdNnPI-ZA_98hp|https://lh3.googleusercontent.com/p/AF1QipMuZ5iWzI7jR5RfCKjpCXJYsgrYtq7VvYL2Z-27|https://lh3.googleusercontent.com/p/AF1QipOf7E05518UnypM28M_v92gOUya2lVBso9gr7Kx|https://lh3.googleusercontent.com/p/AF1QipNdoY0OaByuhTylSh77Zpomrk1yeyZIo6tBXEL8|https://lh3.googleusercontent.com/p/AF1QipM4TsBFGBy6mn5Jy9bGV-7hW6ydsED5vVnDVibR,N/A,https://lh3.googleusercontent.com/p/AF1QipPc4NZyKBI25A3QWd9x5Z3iT0jZtXiiFFvDBeQ6,N/A,"Rue ASSALA, Nador"
0659-525475,Barber Shop Youssef,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEFm8L9gmmEVEC_5N0llYp9yI3HS2tFOv9zlZOTetEIMj81dtMPGVhnHEqWZzExP9oOG4S4X3jS_tDvqzSay5QvqAAzjZ_ru6yR8lzOhzgtcRQ2Hbar6aJBlPxfve7FoGjY4CLwg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz639HoneEXuXFnMBt8accU47Lp2hNGnL-YRHQkDmsPmbrxLFgH8ZmziyEnPE_yWlUtXtddC3xB2FiGYeHttCyUlz8JByCu_QpUeLCWZ5Unm7HZA6a2kq0Dx8HBZRB6VGdVw7YS|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxkTxVISCiwViFpjdG4ioPPmxQHnoSTVM3QxLitn4eVYgZs2pJGZbcS0BD3k6bHxYepXcz77wBbe-voVVWDKCmRqxcIz3tSRtIGeSY1kdYdhgJV2UwaEp0G93Ii7XFmgMnmvlr,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEFm8L9gmmEVEC_5N0llYp9yI3HS2tFOv9zlZOTetEIMj81dtMPGVhnHEqWZzExP9oOG4S4X3jS_tDvqzSay5QvqAAzjZ_ru6yR8lzOhzgtcRQ2Hbar6aJBlPxfve7FoGjY4CLwg,N/A,"5X4V+9H5, Rue Yasmine, Nador"
0660-650329,Barber amsterdam,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"5368+9H, Av. OULAD LAHCEN, Nador 62020"
0612-095933,Kapper Barbershop,"3,3",,N/A,N/A,N/A,"Ave Des Far, Nador 62000"
N/A,Barbershop,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKxmw6Mb06yYucp2yEsaiHUcwtaHY6EmwkdemHquoKaoMXl3EhKF-lSX2t1L2GtgQUEyxMauCGBBNd2JUghhl3CtKWNirs86ZlJniejWakWK6mFaBll_SsTuh_uWYLFaTx-1g|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKY66dLRoXpo6BKv6L1QZQAAl2wv-UINbNo3STesn5r4CJNa5zO_t_FY_TaGxumhM04Vd8SOxmKsaycjrCKsG5fVBbA3edC8drqwhJfDonVgz6osEjfCCdLlHUuhOge3aAfLbO9vqTc6o,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKxmw6Mb06yYucp2yEsaiHUcwtaHY6EmwkdemHquoKaoMXl3EhKF-lSX2t1L2GtgQUEyxMauCGBBNd2JUghhl3CtKWNirs86ZlJniejWakWK6mFaBll_SsTuh_uWYLFaTx-1g,N/A,"528F+24G, Nador"
0602-272577,LUXURY BARBERSHOP,"1,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,http://luxurybarbershop.io/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"Rue Mauritanie, Nador 62000"
0632-820137,Golden Barber Abdu,"5,0",,N/A,N/A,N/A,"405 Ave Sidi Mohammed, Nador"
0660-091745,Massimo.Mane,"5,0",https://lh3.googleusercontent.com/p/AF1QipPmA_GOcMUiL0NmKrNGKGKrcCK_VPFlMX_ZVbc|https://lh3.googleusercontent.com/p/AF1QipPD_xrTSa3dx8ygNEqSYjqo3vkgm55Z-FjzbpY|https://lh3.googleusercontent.com/p/AF1QipOCEJJojvk9PKj48_JwWBcqrMAi7uveVwGUbA8|https://lh3.googleusercontent.com/p/AF1QipNp3U-xfuniNTcy0etTgxj1OnpBOjrXniu9iRI,N/A,https://lh3.googleusercontent.com/p/AF1QipPmA_GOcMUiL0NmKrNGKGKrcCK_VPFlMX_ZVbc,N/A,"N°4, N°20 Rue, Nador 62000"
0627-743326,Barber shop ayoub,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,https://www.instagram.com/barber_sho_ayoub?igsh=cnhubXlkaDl1aHll,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"43JC+X6M, Nador"
05363-83862,Barber Shop Art & Beauty,"3,8",https://lh3.googleusercontent.com/p/AF1QipOxMlINdZMRJJ7jLTG9jg-pC5VL4lrAR95h4Ls|https://lh3.googleusercontent.com/p/AF1QipNUJWO6o9iL_fbYv_uTnIm01Tqsy88UfIUymqw|https://lh3.googleusercontent.com/p/AF1QipO8NG7Xy_yTvUg0ecn_rfhU5iHXZWWRn-w-MY0|https://lh3.googleusercontent.com/p/AF1QipNxan-TqZmMg5pBQA27S3g7oUi-8GQOL5jr4RI|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5jqXy1H-o7nVROvNm_LmE-QBObtYDBDDlQ-VbXloW9bYTnyTPZSZ2oM_4PdR9VR4-qZrCdEZ3tKizwDQ746B5DVtuRSVpo_MEOF5jXDKMzFh7YlNRskzUi9_NVvvDrHdR2sf3WeDRjJ5h|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzKnMN0vclh0JWEs348KxEIfaH9fkSlkx_9svbE_B_wcj8k9VByb9kBymQi0y20TtuLdrtq5Bq1JLNewbF75_k5d-jI1d2T7G3VBSyqjWKX4feyJuWFqwV6s3D5lRVQEyPpqoAvg|https://lh3.googleusercontent.com/p/AF1QipO6litnNiv7_qREMoCWtAGmNofhuqHw9zFSMbk,N/A,https://lh3.googleusercontent.com/p/AF1QipOxMlINdZMRJJ7jLTG9jg-pC5VL4lrAR95h4Ls,N/A,"2.922195, 35.15564, Nador 62000"
0681-718600,Coiffeure Elégance حلاقة الاناقة,N/A,,https://www.instagram.com/othman_coiffeur1/,N/A,N/A,"Rue Marrakech, Nador"
0676-211291,Coiffure Rayan,"5,0",https://lh3.googleusercontent.com/p/AF1QipO8W9GKEv4v9PIh3mLU8BAu360aqUcZUqWobuXK|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzC5Qh8IhluXfvMJucQU5_ytrRfdMzuCWkQTyX6B6vU17y3HdR-6okz4zN3_onQm6rHHsWwrLLN460KiBQRukmXsAx8yRdsVibisXKrX8YgBrE87hFvwTp3QxbGU9ZJcfco2-ZDSw|https://lh3.googleusercontent.com/p/AF1QipNbN8sZ5wYIPs3vpvAG7h9Pkjq0AT_lZa3MEfuT,N/A,https://lh3.googleusercontent.com/p/AF1QipO8W9GKEv4v9PIh3mLU8BAu360aqUcZUqWobuXK,N/A,"53JG+J69, Bd MOHAMED AMEZIANE ERRIFI, Nador"
N/A,Barbershop Mohamed,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"Zone Industrielle Secteur 2/3, Lot 8, Nador"
0622-197017,Otman Barber Shop,"5,0",,N/A,N/A,N/A,"43QC+MP7, Nador"
0606-112207,Barber shop annassr,"5,0",https://lh3.googleusercontent.com/p/AF1QipPYCfoGcml-_llgPlnkHSO5bNwxOE3Mkw-EYVMj|https://lh3.googleusercontent.com/p/AF1QipOKfEv_8dnmicN7TVdTXNy-8wNvOro13KNyW2Y8|https://lh3.googleusercontent.com/p/AF1QipPTVCNCZacv6yXSOEd7WGrZFAkLcXj_F1vc6Q1H|https://lh3.googleusercontent.com/p/AF1QipMlN77pT1eOo69R236C8BUqGk_0M5JOMoZlldV7|https://lh3.googleusercontent.com/p/AF1QipPR_tnr4VuftNktauDK2tIeRDFvNdBM4_cjB-E2,N/A,https://lh3.googleusercontent.com/p/AF1QipPYCfoGcml-_llgPlnkHSO5bNwxOE3Mkw-EYVMj,N/A,"Qt old lahcen, Nador 62000"
0627-326324,Coiffure Royale,N/A,,N/A,N/A,N/A,"Nador ichoumay Rue 36, Nador"
0608-787944,Coiffure El Bachir,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_etG2USsOH1X2CRwMC5hqNeIvaUbCOLuuF3V-qDsD60c9RIMtMJSA-dTPt9Wmp7fpnztKDTjCLPQFhNmw-Wr69BbyJb351zmsmjym6HNynI6RRd3QAsfKQeCjCLtPQYJo-mzjTg,N/A,"53JF+FVP، شارع علال بن عبدالله, Nador"
N/A,Coiffeur hicham,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwf2ViHcA-KV49Z1HOTKdm2A74_nXPz13F7COH0wTOZDw1fX8AAFMhyDi7oQpbl-qN53WoX1QyXaJ0UqyAhPeFzb4YsVKxYlO-_yNB1eD8Oa6QGN96rHKMxE4yAuuNXN5rCjE6r|https://lh3.googleusercontent.com/p/AF1QipMuy0PUhBVzfHAKmztwyH7zj7ZaGK4ibdwD0y7v|https://lh3.googleusercontent.com/p/AF1QipOLQpYL23b3jpjuWKmN2Iq_cCCEztuATsKVRTx7,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwf2ViHcA-KV49Z1HOTKdm2A74_nXPz13F7COH0wTOZDw1fX8AAFMhyDi7oQpbl-qN53WoX1QyXaJ0UqyAhPeFzb4YsVKxYlO-_yNB1eD8Oa6QGN96rHKMxE4yAuuNXN5rCjE6r,N/A,"ط إ 6209،, Nador"
0658-175012,Salon_amine2 Barber,"5,0",https://lh3.googleusercontent.com/p/AF1QipM4WHfOgM8RAVDFAUpB2k3x2EGCHiR4605Y-HEW|https://lh3.googleusercontent.com/p/AF1QipOO-l_ReUI_KgrFIG9aWO9HdDjeIx_L583aNaPc,N/A,https://lh3.googleusercontent.com/p/AF1QipM4WHfOgM8RAVDFAUpB2k3x2EGCHiR4605Y-HEW,N/A,"N 18, QU TAOUIMA RUE 44, Nador 62000"
0672-488945,حلاقة الاسماعيلية,"4,8",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsDameuAtazLgFvForPcmZg7ZFKc8MugGG3fzbiWtk7HnlL1OdoATZE22bxCZZXvKUPZECR4DN8E1zCGyucz2YUTg-Puu9aleEKpuL6fCLpnjBevYei0AmJCuhwuD_w1_4iZIN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1lSarZYr2GB3ay6g3lSk4lwuXB3m4FBzPDWzZd4K5guQ4xJHn5ZoL2G6kPBHXJjqpc_wTlIzJkKAThyKG9ei_ARQWBmNh-WuZBPzVeJJtD7QWEGyBcLpTx89gIpfjdV84NsM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxmNoa3monBWpAh7y9PefS8Dx5Iu6LHsdYzRDQ5xef5kQkNRugb27DzFNwQcp5sMZSVArXw01cJJGfillzXXOfxLzcste_LyRFL6R-zymk6PG4epC9Txjc2pDxfde6p4fIvcM3xGA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWxQRLQKIpIGgjZIYD8uYd43uGnE7938QT2eZAeszgLtZzvzCxeLelUZIy2J2NpMc3F7-4xq4A_yly2EPqWCU7WVez-LZd8Z5Ml3Es15o-ITWljMujHBw6aQ74Cd4Id9_WODZI,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsDameuAtazLgFvForPcmZg7ZFKc8MugGG3fzbiWtk7HnlL1OdoATZE22bxCZZXvKUPZECR4DN8E1zCGyucz2YUTg-Puu9aleEKpuL6fCLpnjBevYei0AmJCuhwuD_w1_4iZIN,N/A,"53FF+MH4, Nador"
0699-812127,Barber Santa Coloma,"4,5",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxi_MPnrNAym5RoWkQinaKdIvBaHwSG5qBevY-yXNKwzi1SjinsYl0tFlZAnDbSHwDWsQ4wc7yUKE76mwGobIzqmXJ8vkaI5mg29LIP3Gw52XGq2AUJpV3DkcxQDvLNPTPlXgYJmg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvzX8lFaB0_1GZIExsr0zvipb5tGI8t3XJ5PUo8aOVhhxVqxZIKIPreVWJAny78mzJjTn5kRd_2lFDJ9yIdKOxspJNxbWzN_betkTFqEw9pY6p8j2vKyiRsUjyPL-Ve68s9ThdJw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyWw8TRqWwXfhcwmPzGMCsErsKS5zmrV1jqeUtO8ehzDKsFSEzO6jGgmx3eKGp8BoTc6Ey-iUmsB_UVm5x_BanTj78FcnfYD1UXQlC-LR8kJJNKTor2-6D0KlTWiThtL6KbNtdR|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-X-GZ9GB6OAkyw7gR2xuZRoes-DgsUKm4Fy_AxCgGPLiG5Ix372FhZqTJ1o5RJ3my2LHXSPUEuP4IVzsiYdnevFC7swXLmt_UhjAMF7bmfYO49J7ARQcuCpITO_4nNb0f-MvMww|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKCAn9sdQ0j0NhRz5fD5SVPRC64ixDKpWlzmGfZpReq4zXC93sXOsfI3TTeGzaQrw1v_fV7JKrv-I6Rk0U9laPDEOE_lTDFk3ia7Sxh3tce0nzo376jSVAyHEzhW7dg9tsgpI|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymcrvPeHaMzA0RfYzz5i9jKRDFbsJ5BQfCZ1JO50DA1UpoAucRVoZBd6sYO7zcIszrf9Y-WrNY8aZipLElW2YCn5T-tG4Q28V3y-GaG_plg91GElogSK_tTdetwxKM4xWzMR5L9A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjia2dLV8cg_4FK-x1wr9ZrmMHKMUL4nzwghvUis4fpjJ9_zKKD33gaDZ_myVaRM0Ix5imLAi_JZyq6msEhFCjWNiv9B3dS6C6miuL2BpPUyLppHmWEr1vh4_ivChH7pK986y4Iw,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxi_MPnrNAym5RoWkQinaKdIvBaHwSG5qBevY-yXNKwzi1SjinsYl0tFlZAnDbSHwDWsQ4wc7yUKE76mwGobIzqmXJ8vkaI5mg29LIP3Gw52XGq2AUJpV3DkcxQDvLNPTPlXgYJmg,N/A,N/A
