title,location,image,website,rating,images,phone,description
NJ BARBER SHOP,"JPGC+QHV, Martil",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxygOGdeD_GqXiivwvzzb0J_qXqtZ0BAKf1ENGIBO2n8ckNQEz2Kdw4Vouz8GdtWjLejjhJEmx6_Yq_MERc1zF6b1QNh-dCMY3sO0QbYOmX8yPCUclB1vlkdOlvDYBUldRKkps,https://www.instagram.com/nj_barber_shop?igsh=MTM2OXV3a2E1dGl2dw==,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxygOGdeD_GqXiivwvzzb0J_qXqtZ0BAKf1ENGIBO2n8ckNQEz2Kdw4Vouz8GdtWjLejjhJEmx6_Yq_MERc1zF6b1QNh-dCMY3sO0QbYOmX8yPCUclB1vlkdOlvDYBUldRKkps|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJmPGIUjd5VSXToKadpVgCuGaVHihaV31U5wP3JEmFPXrn1XrlkkbChotalUaHw7Edzg4YqRxnDr32Y6btIealuIW_MqOZ5aBT9gR04inx1OCYoxu5Z-KRZEyE1Rgygahj1XMZ_WWTseS8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVAzgeOpW6ExeQz513ytZA8KX_EdnKYktzgx2d5T2vgVJ4TaW5qb0A09nYQXI9vavASwwNONB2lUqDgIyhPB6H8TcYED_yQaszE6WpFEc6abY2bz9Fn4r1wxb3LaBDk7eZe9rKKm2lvTYt|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCUaW4JUDtSnamj4DLA3GTUUYhuPyO8_1nuBgwWubO7hMs_O6Uo5GeJISr5tkFgmGNSdYLk1P-4yO2qhU9kgd6h6Jg_DEet-Z-ByOoCk7Uee1CRFP64BUHZaCWGAwjP9XG0L7T2R82mssm|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwop7Ov5MjCp2JRurfQBP4O-FM4_T7wMN-AepGBuBgTkK6w9AQPPxalc2_LlcMLLc_DyhUIq8QWh1NLrq9-8EWl1htfN24HRxB7NzJbPomDdVmIP_yCVkeSU1EqHw7oAdIptzlaxDoPFLPk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfsRYmdurpQD_XxqfVd8Sd9GhOsFVUvv1FAw44N_Zjn7GKKlH3wq_sRtlJ7akv2WkZxvFLLFNo6QcRaVXxlBhlj3dLWLk5mDVpgzoJXb8Lg0ZbTDC8ZQVzi2u8abmW-iBh_ZoPkQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwM4U4bTV_B7D_7O5dqFM885VSm6jQgiaFm65OqHyMUVvr-0AOnsFOqGPyfAlOw1lHKzWHCHR3k-c8rMGc9g3sIAglRpq20FSII1cl2Ar_sLNRikCMqTyXEsH2-oxHa4vZazoVPGA,0723-080303,N/A
RIVER BARBER,"Av. 9 Avril, Tétouan 90070",https://lh3.googleusercontent.com/p/AF1QipOK1F7X5jjd0RWdvi9prkkYgTOz356gO-4QbiXC,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipOK1F7X5jjd0RWdvi9prkkYgTOz356gO-4QbiXC|https://lh3.googleusercontent.com/p/AF1QipNSaEcRl9QLW5Nca3FT9FUJU_qIWv_1fBiTwBnq|https://lh3.googleusercontent.com/p/AF1QipOG0gCUcuNy6J3270avmv8LYB70C8xzu7z3Y1W2|https://lh3.googleusercontent.com/p/AF1QipPcJAmwkLHhCLDBryrz3AyLPQFO3qc8xc7Tsawf|https://lh3.googleusercontent.com/p/AF1QipNgv4WC2um9sF2YqEDVWPyGwRWqjA2opcjer9w-|https://lh3.googleusercontent.com/p/AF1QipNrSenca-kcXDFfRS9iMUeip00cBoYJL5Z-zEWP|https://lh3.googleusercontent.com/p/AF1QipOja9CdR_9woq52PLBM5RKHny8OepKAtI0tBNY4|https://lh3.googleusercontent.com/p/AF1QipM-zSFVP_LFbYanlx37Mw-Qm1V4HyiEwjmL-B96,05397-16516,N/A
Barbershop Sante Pour Tous,"nr 9, Avenue Mohamed Kharraz, Place 14 Aout, Tétouan",N/A,N/A,N/A,,N/A,N/A
Élégance Men Barbershop Salon de coiffure pour homme,"Av. Al Massira, Rabat 10150",N/A,N/A,N/A,,0661-758505,N/A
Younes Barber,"Av. El Hajeb, Tétouan 93000",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygT__VMkHNby1v4U89kxXuu2vk6qsjUJdnjTNDtZda_wnEu6YSScuYxkLBRY9hDg3-eb6lTQg2w5tI4TdLYbDQuC6xF_k2hj828sIyBX9-13nZgPhAjoEaDh2s6lSGr_KUE0oWzFnpdWzE,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygT__VMkHNby1v4U89kxXuu2vk6qsjUJdnjTNDtZda_wnEu6YSScuYxkLBRY9hDg3-eb6lTQg2w5tI4TdLYbDQuC6xF_k2hj828sIyBX9-13nZgPhAjoEaDh2s6lSGr_KUE0oWzFnpdWzE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymJrbV6kFo9KOoJ5E0oNQLUiXWcXGPNqzpLSKgpeMuo6OBUNP5jGGJ-veLXfiMRjLLzHee7Ck37rVk7SM4ZD4-FHoFlradQWVSFs7xxpZOlIFFLbhDYO-O-Jgkd4PgPIsu9ea47jsJFPrM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvg5fW-aKE9VMMg-Y1K5eAYudYI4WrRG5vcH1srDdEcXjMQFUv-NeYTTswhJc8UX7_twD3q_bBtYTj-BNS-V2Ik1yLe3dsudgiotpk8siJcv4lhQ5-_LRHx5969xsuWNJ6dhuPfdhO7OtH|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsvVArdeFydgPnUBxpOmuo2yLMcVB8KeT1ogHzUx0kBWirJh05tdWNFGrmMmiWR-cFyu4MA58JyukGkatv-GFaP5txIyjwWZPWdnOXD7edhDM0skDyo3MHoidoMyJsdOlCqKnnMJDnqYHW|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAUqPFk5sJ0OHFsZNbwk6KFTmjhGzzP6U728YnCDDO4lv_duxfQiFkHJy_WU02gGtjlFZ17lYciiYPu4eBgFFpI6QKG54I9rP1aVyv2pVfEwulVlFbq76R3v1iaBscddvoYw8KOKcXszVa|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmASAgPiJhUkDovYjsQQdqQ2boIQ8yvhZdwroL-_YczOviyURc_QUlU-UnEoukRvnNDPt7FFAmrS-QCuluf42IYqm1efYudhYQLdiiEWIWxwAOV3juKL0d94rakAy8OrrypnG_emeDyx0,0670-868411,N/A
Ghali Barber,N/A,https://lh3.googleusercontent.com/p/AF1QipPMWmAAxzDCDta8b9K6pv7W2mMdvMl5xepg__ay,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipPMWmAAxzDCDta8b9K6pv7W2mMdvMl5xepg__ay|https://lh3.googleusercontent.com/p/AF1QipM7JpvOAaVr5fFxVhpxU5Jq8iemX4IYzKooylaj|https://lh3.googleusercontent.com/p/AF1QipPDv8VVF0092_d_XNdBqJ7Wir-qugo1ipjA_D0-|https://lh3.googleusercontent.com/p/AF1QipPZ-lB6Af2MIAUjaEzwRqQF1WLbCb0u2qTnfDtz|https://lh3.googleusercontent.com/p/AF1QipNTXxR4Nd-XS1v5p-u4XBGSYenKQ9kVS_a5brt0|https://lh3.googleusercontent.com/p/AF1QipOLZA0NojdFP--5WLkhU7VAPzIGowB4AF_yjNMh,0677-512048,N/A
Salon ElKahan Barber,"N 32, Hay Aghrass Av Bani Hozmar, Martil 93150",https://lh3.googleusercontent.com/p/AF1QipPoforLC-Vt64c6krUBUMpPCTS5Y2LtVnP8ZnAy,N/A,"4,9",https://lh3.googleusercontent.com/p/AF1QipPoforLC-Vt64c6krUBUMpPCTS5Y2LtVnP8ZnAy|https://lh3.googleusercontent.com/p/AF1QipNE-40G9z_0HUuBZNL13J63T-LU0Uw4119PGmjD|https://lh3.googleusercontent.com/p/AF1QipNioCNCJEk2P3vnc6DID_azqMPyNDo0gkczMI7S|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypQO75ljlZ9A_xKaI6oD-Xa4oE1N4TK0oHbDhADuiQwO53IKQ-H8eEoqmPEwzH7K1iLiLRR_XBEeKZ1JM-0bqeiLAyLLY7bO4ujlahQKQZHNiyFUgOLrh4LQfiHIbm8zmCGAk|https://lh3.googleusercontent.com/p/AF1QipOTRfMwVigvXbIFSMc2T9IewL19D8CmdhuPFTBm|https://lh3.googleusercontent.com/p/AF1QipPUHnqPxt1YCfnwei8GIJd0468o8RvlECAbPlS4|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyt9-vDMCbAakBpldZ1fY2zkDgQoVuxBaTnILfqtY9FVL9pHL8ySw5by_klrTXh_mv5PUcXDpXZoEiffASGEHloTiwBuGI5aS9D8NrQzUILr9KXNRdER7y6I0numPGTqheIQvmlIg|https://lh3.googleusercontent.com/p/AF1QipPlpPUmJOQFUSCCdOwKIAyiFku00hYk9CvSNa5m|https://lh3.googleusercontent.com/p/AF1QipMHabqcBPPZOLaYyCssAD4FUnH0RmL4u9lxuphN|https://lh3.googleusercontent.com/p/AF1QipNgyBmY-Ua2SNk5PxYPvVwSKm8Sm4UqOfVRLIC8|https://lh3.googleusercontent.com/p/AF1QipNBFyRzJ7k9dWIBT2jJFVGkFSkNRlN79RqTS1xs,0659-549463,N/A
Barber Hakim 44,"باب الصعيدة, Tetouan 93000",https://lh3.googleusercontent.com/p/AF1QipMHabqcBPPZOLaYyCssAD4FUnH0RmL4u9lxuphN,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipMHabqcBPPZOLaYyCssAD4FUnH0RmL4u9lxuphN,0688-003787,N/A
mister barber,"Av. Ben Aboud, Tétouan 93000",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwe2VZ5hxP4T_v5OJzW3IR9Efw-d_pT-O0uSMsG51wGgjSxPga5ldEWBcMuWD0q0H5oJKu9i7KrGhwWNZXoAI1rwR_kjEAMf7VqmHKYzjVMHHCfLIWaET09nOYW2yenAib6YvtpThY0p3yn,https://misterbarber44.netlify.app/,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwe2VZ5hxP4T_v5OJzW3IR9Efw-d_pT-O0uSMsG51wGgjSxPga5ldEWBcMuWD0q0H5oJKu9i7KrGhwWNZXoAI1rwR_kjEAMf7VqmHKYzjVMHHCfLIWaET09nOYW2yenAib6YvtpThY0p3yn|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2y0xlnjKeJC96W3MZDEcIkG3_d2flHQAvH8BRACrNHeYQGtfNospHzZuAiJK-dfc3bpHhPD3CClgfv1jif_kt4cZnrN0zDCxlrikovyAB2OWHOYacDmLlhou8f2BgoNsmWFtuYAnVfBF4|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvj_VTxeFyaA3rPgM3Q-oq6zZgPNAwJg9mS3GQCg1E1n3qn-zM1Qp1A2bRUeWNPo3HrpqU4G2wECde929V9QMJN_LdCtSme2HSokr_MqCyf3MP69JJLiXNxJY14KVldrXFLpCIvTpbOWc|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwp8M5ZVU052Zhe54xzWsZylGkPf1AGvyq0KDdBchdpxk1XxzdOn04Fg7Y3585MYtuAyrMvuWm0SDol9TxdnYbO95BBjtctKzY_bVfaJszu-Cc8kLQjRZkrehMOrKeFOkHJy0R9A8DtW0ld,0675-667999,N/A
La casa de barber,"رقم 8, زنقة درسة, شارع الشيخ بالعربي العلوي, Rue Al Hanae, Tétouan 93000",https://lh3.googleusercontent.com/p/AF1QipPT-ioDLHotFHdyZ4l3z92FL6t5VSj6HCvdC8dM,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipPT-ioDLHotFHdyZ4l3z92FL6t5VSj6HCvdC8dM|https://lh3.googleusercontent.com/p/AF1QipNdvU-ES06PkVAbYGdwPM50BpMxK4q2viA65B0G|https://lh3.googleusercontent.com/p/AF1QipNMXwMIKOafp8Y2iIzEhwkeB4qYf2HeKrqJz_nj|https://lh3.googleusercontent.com/p/AF1QipMUzeUOKb85I5s-6npmSabm02Or7OqJuUWcFAih|https://lh3.googleusercontent.com/p/AF1QipPUcQTod2dUAlgHAd4dK3Hg8K85gAeoME6Sg1wc|https://lh3.googleusercontent.com/p/AF1QipM8_kB8dLkCW2FJ85OmYOopbAgxjf0WYbgHX5FV|https://lh3.googleusercontent.com/p/AF1QipPFiw8lHbkqj1YmDhumyPKQ6eQ1-2XdUwM0n61V|https://lh3.googleusercontent.com/p/AF1QipOoWtnEh5oVBM6fgIdV3HB5_XGcpB1lWo4OLs6J|https://lh3.googleusercontent.com/p/AF1QipO16RStvD19LouVvsQE1k3WO457COzuHtMM1BV1|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWOEogFz-dtf8zi4f_LtUxUIhltDn4SBdupGT3ku4doltid2FZZ--OEELVDPCKxEWVxrFDHMpLRH4Dnp4Cq_sO2kd2PpzHg4pBiLXdy2JfMeoO0EIUoGEYG9PSpc0nQdJ-fFP0,0637-905585,N/A
Barber shop lmadi,"JPG8+QHV, Martil",N/A,N/A,N/A,,0664-870753,N/A
H`BEN BARBERSHOP,"HJ9R+HQ9, Tétouan",N/A,N/A,"4,9",,0628-784757,N/A
Barber shop lmadi,"JPG8+QHV, Martil",https://lh3.googleusercontent.com/p/AF1QipPmvWd1xzOsWyl8Fzk_-aFMiJZsWu5MXVU75PAK,N/A,"4,8",https://lh3.googleusercontent.com/p/AF1QipPmvWd1xzOsWyl8Fzk_-aFMiJZsWu5MXVU75PAK|https://lh3.googleusercontent.com/p/AF1QipPtUizp2--VqIhPDD4AP3MGvWYNXmiQYfEHWNbN|https://lh3.googleusercontent.com/p/AF1QipM3U54SZ2zgy7fv7O-GCJlu58fKEbNKD662uM-b|https://lh3.googleusercontent.com/p/AF1QipMAeqfnpvabZSsE5bOEA973BOyXLfLI9CPyyFDJ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5I0TDmARaqL2MAYxfwI3i6koNjTr1rQxdUfoAQuCYNAdJxshjOAPMhrYJJPO8X206xtB_IYiwY2ENeTr_F-27uBwl3esziqMI5EW1l-Qe5YpUacUNgkmO6q9t8CmDw7xFMN-H|https://lh3.googleusercontent.com/p/AF1QipN68Z41QKLwPI1ruvu_Nw5NtCXqE-iD65-QFTRX|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwJkmdiSQlaEE2DQ-f7GDTUggT_o9x4uznvITnvLkHnXc_NDYJq3D6cucwTqPc76a7pN-ojcfrOBS15LxcWiTU7oFLoqAvD5GJlwsRACDc23XtVCHra_brOjQJ8HZjkMU5vTA|https://lh3.googleusercontent.com/p/AF1QipPWS1-fhclbltQOu_CmQY7OtlO8kyYtG1pxC5d6|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdEOpPanEx7h49YUbK5KR9vI8qxTVAWBYoyn33oYigjUJFiNzizd8DK1ufe5A6HTuOoFL5A5yLyH5XA8tqgsywqJ4W_dauzhCBPNRm7hqwyNHa8C2wKwMHNzbq2AOS-t9QwG8_hg|https://lh3.googleusercontent.com/p/AF1QipPoiO9wI4S6pR67gIzmlTaLu9gTANoIlTfM0Lpx|https://lh3.googleusercontent.com/p/AF1QipMbGWcUXd3mPQa-3WvtO1mvfXJz-mPhk6xtEsYK|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOfteThSEzAo_tlVpqyKJwKZxw998RadbubsDiRpM3CnCqpSqHtI1Z1JVR5fJQqRi7Frpe8lcBz3IAkSB_78fjrPBWuUmZK29HHjM4XIP8uGlnseZqSMb03eY80rtLgekzKHGRRg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKgjamTsWvnCXGHWD2nZFOqQKhuvE_azR_NmSH6yu5OggObSkdImerqYLOch5TlMwr0IhMkaVQxnwoBY1Kac4CYik19SVLu5VtQV7QB0ZHCtVkwuubf3Nhe2R4YdncJYwDvZ6x5A|https://lh3.googleusercontent.com/p/AF1QipOR6OVlTWdueDWbJC-J5UXPJoZ-becFfYoKLGcv|https://lh3.googleusercontent.com/p/AF1QipMZU3IgVNoNiF1HnKYYe5j1mrglJ11I_a06gX9P|https://lh3.googleusercontent.com/p/AF1QipOhlTNqfiITOMUZah48l6U3kqd61X9R_ym5iJAR,0664-870753,N/A
BarberShop salon Raouad,"Av. Fes, Martil 93150",https://lh3.googleusercontent.com/p/AF1QipPsTcTqRSDBISBaJx1E3ZaYp9gHYFY9xVKjJHSi,https://youtube.com/@raouadbarbershop,"5,0",https://lh3.googleusercontent.com/p/AF1QipPsTcTqRSDBISBaJx1E3ZaYp9gHYFY9xVKjJHSi|https://lh3.googleusercontent.com/p/AF1QipPn4T5TJ39YqZVIISENIcR7ixrXLqx4WLG0emOQ|https://lh3.googleusercontent.com/p/AF1QipMj-Q8Vzb8Fad5AIuKzL0Lldd9aQlSFwAykaIla|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgoohaURyOI5jcIXQANrEgxvugjey2Sc1fYdOpdr3QaSQ0kmKdGPcgxbAe_PB1HXBDJar7khbOG9NO5fA-24xU5rs61Pc8jPyBKU61wMSjUEnPijQrxgNS79yvbnCKdr9GzYdfoltuEw-n|https://lh3.googleusercontent.com/p/AF1QipNzZg8LTkopZHzOcFzVk-N4zpln2L7Gv86xDeQq|https://lh3.googleusercontent.com/p/AF1QipOJn3_JX-MkUZ2OriWCZb_hKkjntJdcAL1Nh6Sb|https://lh3.googleusercontent.com/p/AF1QipPWCcvUwVJZP_OfaiJ_9bkJ6DoLosxWz8g9fYJN|https://lh3.googleusercontent.com/p/AF1QipO_QVx3YRJdgGbjpmjzCm5lTGJnRcRuazdW1h88|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGdw07cI4SWv0MSizraXCVJPmwJYNqVLVWBLoDiPsAEIhU_GEVh4rxHctX6jKQZ3Hg6f1Xs4KnctltE9-r1mwsg67-aFiDhpc3ui7ASBxC7fL0Nm90-35aTU8bwHjSp9J_qbnISxfCysY|https://lh3.googleusercontent.com/p/AF1QipPI_QrRY0LNfaR8a_VmxXXQCAKLqcoT47kATr6f|https://lh3.googleusercontent.com/p/AF1QipPOop8f7CSt-CLKJZxC6Ia8YFoUgP8bjDadWHwD|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlTgP-isr2NCUaGQuTkiiC2fspXN2tYEOQXCS-YFPZUj-XaY9NpqiqgLvo11D8C2kGs0uY6iPcI6UUustN2AcyU4vetUP_rPEBYsQ4C6J6lRFd5OMbDW8ttQ1cjBRXrCsVgv-qx23x5UJx|https://lh3.googleusercontent.com/p/AF1QipP5LI9qTfclnUELmKkAYShr92wrF-pK33ZszDQ9|https://lh3.googleusercontent.com/p/AF1QipOZ3T-9RNnO5bAFZuJSxvf2SMcMxWq8V4nLR9UR|https://lh3.googleusercontent.com/p/AF1QipP3gNRMpWQYzeh-6xyUKf-EhOlNKmVD8WeJUpv8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFDyyWv1vMqaog7FSlEMS750nVrtFSRj3MnMgAL1840Qf3mBRJdkNiL7GxQbgD6qwQpW5MqmsxTIiW8T_zUneRJO-JPPDnX1uLb0HQYZ61DYONm5nxuyvSbi_5O2s4t0LdjxuUDn84RQE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFRaP0vL2bhgCYqtg84rehH4_bAU1qp1eElomDGLLp2kz42nPIdqPYe1TcvWh6NShdHu5TG4VjSJqiogNvzO3wzl7eyaZkkNnFkQmpMYgdako_OAVxEfBiu-XjKRXd4kinD3V85YRRjkMN|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_B0dUwewSUtGJPmvN8gLYrQiV1F6XHeLB4BkovT97pkx5fimELRtnaIOMnEMAyhzT07i6ajZnNTAJm9gBwFDhHDVBTmRArNi6nNPcarSOupqVhe_MsKhCzcQwgbYe3PEv3Zkw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVuzXpg4e8swmC9tlTiNPqXYd4rs4eENWhmsb6w58IdYLAg1w8E1tOwO6uZ8O-WHP9fN0ylbMnOswW-VkFRB1wp-r4ZO8R7SqveZfbUjTq6v1ZheAGvJ-GbH0g3GVx-MHo14vv-g|https://lh3.googleusercontent.com/p/AF1QipOYdku6zRflXUEdidcXX1_bFskXsLA8Pwq7YKFz,0643-677205,N/A
Elegance Barber Studio,"Unnamed Road, Tetouan",https://lh3.googleusercontent.com/p/AF1QipO1OpfBzim5KAePbcZxt5Li-I2UqcGNAKEl8VM7,N/A,"3,8",https://lh3.googleusercontent.com/p/AF1QipO1OpfBzim5KAePbcZxt5Li-I2UqcGNAKEl8VM7|https://lh3.googleusercontent.com/p/AF1QipMyf-TVZJvAlu9pEDHJ1waovJ6zWJisfQ5edI_Q,0602-193085,N/A
Barbershop azdine vip,"HJC6+WW9, Av. Moussa Ibn Noussair, Tétouan",N/A,N/A,N/A,,0636-643913,N/A
Barber chop Touitou,"HHCR+7G, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzweRDImZGbG4CNZIVBnZXJk45fo6cXm6qGl_O7In2kspV7GXFCyBuRCQHHgQEtTCKwbTKzTmy4AHAZiuU09sgLYaRwiVxObBEoeSQGEkB_5BJDnQUpkipz3_DtVtoVuCHVmRr5YDiYvIw,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzweRDImZGbG4CNZIVBnZXJk45fo6cXm6qGl_O7In2kspV7GXFCyBuRCQHHgQEtTCKwbTKzTmy4AHAZiuU09sgLYaRwiVxObBEoeSQGEkB_5BJDnQUpkipz3_DtVtoVuCHVmRr5YDiYvIw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPqwUhpQXkUYM1J0c534WswPOv8suW-ItJeX1FOLxk1WghgqfLyWMO0_Bgo2sldF_-p-zym7TjPSAgqgLEbuAlqVSSbjHuqbaIr4m2UbKAGUIYAnSHNNadGnlyl6JTFnIcb7Jn|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzyIsuEZDvhpG1HWNYZ0XoW2KMFx--zHvaO1ZhWTnIBDAkeMoKDbqxUiMixt6GUg_u0hqtx6vPauEDu1MLvIqhkmvxlpvFfISZ1eaZPC-CkoHSdoDI6hChoqmsd_M3b1JdP380x|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_3GV7oheWCVR5eoBHoFdr_NXUMqrU0XQ003yb0j-dffbBDcLnVYTjkIIgaTygH5NsurB5DyO1PjJucKSwW-UTww0PNA-Ju3NF56d7OshwobaXFBYmj4DFcha5SFwb7YHH7Eo,0638-101873,N/A
Salon Sami BARBER SHOP,"HMP5+M2R, Av. Le Caire, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweG2efMvm6P6g5X24nZ107dfWHyxszGz1pWWpo6uCLaxM4xuTnpqREZkO47dW0NqxSt0MO_lDHaigRQklT7dZs_lFZg_mVkdnPXkABTqc6n_hDeUcMFtFHsJRsNMetqRtlHdg,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweG2efMvm6P6g5X24nZ107dfWHyxszGz1pWWpo6uCLaxM4xuTnpqREZkO47dW0NqxSt0MO_lDHaigRQklT7dZs_lFZg_mVkdnPXkABTqc6n_hDeUcMFtFHsJRsNMetqRtlHdg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoroTYXvStsI1I0oP-1UfAuJUL0LX6NUwYeG4SJ7zJTnKWUS3VZYv6XFjgQClMYKC4x79azeZEEO8T4S_cS4OWeLJJVYyll09_7DwvIPyJ9dYh9KH357802CkLVR-N5KYJ6gr7hA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3423k3zL0j9ue1Qcf6GEoaO014fslLZ75am3LcStsKR-zA5z-qNI_KQ7zJraa_qwq34czq_mkrKTcyZHXhwXA-yxbYin7nubAU99BpZEHkRXx99smutVTIDiMP9nCYHYF8Qe6ag,0668-054590,N/A
Gentelman Barbier,"LOCAL 37, 130 AV MOHAMED HARRAK, Tétouan 93000",N/A,N/A,"5,0",,0689-793050,N/A
Barber shop HMZ صالون الحلاقة للرجال حمزة,"Av. Sidi Mohamed Al Kharaz, Tétouan",https://lh3.googleusercontent.com/p/AF1QipPS5P8zg5QMXeCVW2lw8GkCl_qJp-gwXfadzcky,N/A,"4,5",https://lh3.googleusercontent.com/p/AF1QipPS5P8zg5QMXeCVW2lw8GkCl_qJp-gwXfadzcky|https://lh3.googleusercontent.com/p/AF1QipNacdR5pKdeapE8lBbrUZh0RjMRCmImiFReUuxI|https://lh3.googleusercontent.com/p/AF1QipNYFHxp0SqjTJxJsCiHrPwsWdiFI62vvQeEckBp|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyD9jXzQB5aGpz61c3CV4Bv2kVFsAuG7A0HDdefE17kYdgm-An9mqx51Od-yFru1Avc6voKZeo8-wyAeL-TVuRAGqmOdm_cIglkNclo98YI4v-NKLjw5kgyozI2BUNkRcmEOTOVzw|https://lh3.googleusercontent.com/p/AF1QipPgB6gpgacFY1P11FcR5-UYhv-XmMEC4RV2MyZI|https://lh3.googleusercontent.com/p/AF1QipMTqL-4xMUVmuqmPwaTi1H3fY9U9xIv1qGYQAAF|https://lh3.googleusercontent.com/p/AF1QipN95p7ZHpHzc4mNAP4GEnhTUA9gah3ooMo3ZfCl,0635-345638,N/A
Barber shop cherik,"HJVR+HWQ, Tétouan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOvIV-toQ_VcCXWIx-KUPTun1mZLfiy8qz92qL3iW6GDTFitxgSccIHYFCtAftokI7DfrsqnWdqoyHvr7aV_daQO6rxQNudOoPqpVQ2F0_72QP3UiQM0XlByjcfY7C07mmhahm,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOvIV-toQ_VcCXWIx-KUPTun1mZLfiy8qz92qL3iW6GDTFitxgSccIHYFCtAftokI7DfrsqnWdqoyHvr7aV_daQO6rxQNudOoPqpVQ2F0_72QP3UiQM0XlByjcfY7C07mmhahm|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw7WODpztJ_m35DNvsALcGJ3VrlZhaeOmgtoOzPXkBmGQWgCROSZZHz2oGCDRnCgWYGJJjOjKddt4Xp8aUkitNoEU0kxgzEsHcD_Wpc3t2G-A8f4WppSP9nx7EoHEFPKS9kh9teOw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhfuNb7ZBBx2kTVeqsk_fx_zc_axKOQNB2iMWjk2Y4NbtLry6Yinrn0v-z2pp9H_I54HA7p-t2vG0ckBj3dhSZYhGQ6Xvl1bRRh4R6tlffnjVA4sgOhOkzKUrxGPoKY6XZThqi|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzL5aAM9bryBG06Ditz26mcO-SNtGSFDiG2ooiLtnJXa6TXLVlEcX-Ird0GJs3M8g1d9j-xKqsYAWIozqUJhQUN2suY4WCozIUsKdexRXaqonJCGe8UzXHU6fWwd6wdmX1BFm1Vlw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTG5J2KHKSrdrKiuRfXsQYWTCQNk6qiCiyscyNNEwXy4KGzIM7bcfcEVHxv0GB72_k0scZvjCEuHYaY7ZUKgE7p3UAhFyNkJr_yZW2Jx-CUMDMQCg27TRSS1dYXf97eJG8ws4,0632-500484,N/A
Barbershop Soufiane,"HJRX+2RV, Tétouan",N/A,https://www.instagram.com/soufianebarbrshop,"5,0",,0601-763431,N/A
